Id;CDSEXE;MTREV;NBENF;CDSITFAM;DTADH;CDTMT;CDDEM;DTDEM;ANNEE_DEM;CDMOTDEM;CDCATCL;AGEAD;rangagead;agedem;rangagedem;rangdem;adh;rangadh;LBL_rangagead;ID_rangagead;LBL_agedem;ID_agedem;LBL_rangadh;ID_rangadh
13708;3;0;0;A;22/03/1991;0;2;08/11/1999;1999;DV;21;55;7  51-55;63;9  61-65;1  1999;8;2  5-9;51-55;7;61-65;9;05-sept;2
13709;2;0;0;A;25/03/1991;0;2;17/01/2002;2002;DV;21;31;3  31-35;42;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13710;3;0;0;A;25/03/1991;0;2;13/10/2004;2004;DV;21;34;3  31-35;47;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13711;2;0;0;C;25/03/1991;0;2;24/11/2003;2003;DV;21;28;2  26-30;40;4  36-40;5  2003;12;3  10-14;26-30;2;36-40;4;oct-14;3
13712;3;0;0;M;26/03/1991;0;2;02/04/2004;2004;DV;21;58;8  56-+;71;b  71-+;6  2004;13;3  10-14;56-+;8;71-+;b;oct-14;3
13713;3;0;0;A;26/03/1991;0;2;31/12/2003;2003;DV;21;50;6  46-50;62;9  61-65;5  2003;12;3  10-14;46-50;6;61-65;9;oct-14;3
13714;2;0;0;A;26/03/1991;2;2;12/09/2002;2002;DV;21;48;6  46-50;59;8  56-60;4  2002;11;3  10-14;46-50;6;56-60;8;oct-14;3
13715;2;1609;1;M;26/03/1991;0;2;23/11/1999;1999;RA;21;26;2  26-30;34;3  31-35;1  1999;8;2  5-9;26-30;2;31-35;3;05-sept;2
13716;3;1707;1;M;26/03/1991;0;2;26/04/2000;2000;DA;40;25;1  19-25;34;3  31-35;2  2000;9;2  5-9;19-25;1;31-35;3;05-sept;2
13717;3;0;0;V;27/03/1991;0;2;19/10/2004;2004;DV;21;49;6  46-50;62;9  61-65;6  2004;13;3  10-14;46-50;6;61-65;9;oct-14;3
13718;2;0;0;A;27/03/1991;0;2;27/12/2002;2002;DV;21;28;2  26-30;39;4  36-40;4  2002;11;3  10-14;26-30;2;36-40;4;oct-14;3
13719;3;0;0;A;28/03/1991;0;2;16/03/1999;1999;DV;21;67;8  56-+;75;b  71-+;1  1999;8;2  5-9;56-+;8;71-+;b;05-sept;2
13720;2;0;0;A;28/03/1991;0;2;16/03/2000;2000;DV;21;31;3  31-35;40;4  36-40;2  2000;9;2  5-9;31-35;3;36-40;4;05-sept;2
13721;3;0;0;C;28/03/1991;0;2;10/01/2002;2002;DV;21;63;8  56-+;74;b  71-+;4  2002;11;3  10-14;56-+;8;71-+;b;oct-14;3
13722;3;0;0;A;28/03/1991;0;2;23/12/2003;2003;DV;21;42;5  41-45;54;7  51-55;5  2003;12;3  10-14;41-45;5;51-55;7;oct-14;3
13723;2;0;0;A;29/03/1991;0;2;14/02/2002;2002;DV;21;64;8  56-+;75;b  71-+;4  2002;11;3  10-14;56-+;8;71-+;b;oct-14;3
13724;3;0;0;D;29/03/1991;0;2;22/09/1999;1999;DV;21;34;3  31-35;42;5  41-45;1  1999;8;2  5-9;31-35;3;41-45;5;05-sept;2
13725;3;0;0;M;29/03/1991;0;2;22/01/2001;2001;DA;40;35;3  31-35;45;5  41-45;3  2001;10;3  10-14;31-35;3;41-45;5;oct-14;3
13726;2;0;0;C;28/03/1991;0;2;09/05/2006;2006;DV;21;34;3  31-35;49;6  46-50;8  2006;15;4  15-19;31-35;3;46-50;6;15-19;4
13727;3;0;0;A;29/03/1991;0;2;23/09/2005;2005;DV;10;42;5  41-45;56;8  56-60;7  2005;14;3  10-14;41-45;5;56-60;8;oct-14;3
13728;4;0;0;C;02/04/1991;0;2;01/12/2005;2005;DV;21;24;1  19-25;38;4  36-40;7  2005;14;3  10-14;19-25;1;36-40;4;oct-14;3
13729;3;0;0;M;03/04/1991;0;2;23/01/2004;2004;DV;21;57;8  56-+;70;a  66-70;6  2004;13;3  10-14;56-+;8;66-70;a;oct-14;3
13730;2;0;0;A;04/04/1991;0;2;09/03/1999;1999;DV;21;39;4  36-40;47;6  46-50;1  1999;8;2  5-9;36-40;4;46-50;6;05-sept;2
13731;2;0;0;A;04/04/1991;0;2;28/06/2005;2005;DV;21;46;6  46-50;60;8  56-60;7  2005;14;3  10-14;46-50;6;56-60;8;oct-14;3
13732;3;0;0;A;05/04/1991;0;2;29/04/2002;2002;DV;21;28;2  26-30;39;4  36-40;4  2002;11;3  10-14;26-30;2;36-40;4;oct-14;3
13733;2;0;0;A;05/04/1991;0;2;01/03/2000;2000;DA;21;44;5  41-45;53;7  51-55;2  2000;9;2  5-9;41-45;5;51-55;7;05-sept;2
13734;3;0;0;A;05/04/1991;0;2;24/07/2003;2003;DV;21;47;6  46-50;59;8  56-60;5  2003;12;3  10-14;46-50;6;56-60;8;oct-14;3
13735;3;0;0;A;05/04/1991;0;2;20/01/2000;2000;DV;21;32;3  31-35;41;5  41-45;2  2000;9;2  5-9;31-35;3;41-45;5;05-sept;2
13736;3;0;0;A;05/04/1991;0;2;24/12/1999;1999;DV;21;53;7  51-55;61;9  61-65;1  1999;8;2  5-9;51-55;7;61-65;9;05-sept;2
13737;2;0;0;A;05/04/1991;0;2;24/12/1999;1999;DV;21;54;7  51-55;62;9  61-65;1  1999;8;2  5-9;51-55;7;61-65;9;05-sept;2
13738;3;0;0;A;05/04/1991;0;2;21/09/2001;2001;DV;21;53;7  51-55;63;9  61-65;3  2001;10;3  10-14;51-55;7;61-65;9;oct-14;3
13739;3;0;0;M;05/04/1991;0;2;23/02/2005;2005;DA;21;52;7  51-55;66;a  66-70;7  2005;14;3  10-14;51-55;7;66-70;a;oct-14;3
13740;3;0;0;A;08/04/1991;0;2;18/10/2000;2000;DV;21;42;5  41-45;51;7  51-55;2  2000;9;2  5-9;41-45;5;51-55;7;05-sept;2
13741;2;0;0;A;08/04/1991;0;2;22/08/2001;2001;DV;21;45;5  41-45;55;7  51-55;3  2001;10;3  10-14;41-45;5;51-55;7;oct-14;3
13742;3;0;0;M;09/04/1991;0;2;10/08/2006;2006;RA;21;21;1  19-25;36;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13743;3;0;0;D;10/04/1991;0;2;04/02/2002;2002;DA;21;34;3  31-35;45;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13744;3;0;0;A;10/04/1991;0;2;15/05/2000;2000;RA;21;31;3  31-35;40;4  36-40;2  2000;9;2  5-9;31-35;3;36-40;4;05-sept;2
13745;4;0;0;C;11/04/1991;0;2;27/11/2003;2003;DV;21;24;1  19-25;36;4  36-40;5  2003;12;3  10-14;19-25;1;36-40;4;oct-14;3
13746;3;0;0;A;11/04/1991;0;2;19/02/1999;1999;DV;21;24;1  19-25;32;3  31-35;1  1999;8;2  5-9;19-25;1;31-35;3;05-sept;2
13747;3;0;0;A;11/04/1991;0;2;05/12/2001;2001;DV;21;40;4  36-40;50;6  46-50;3  2001;10;3  10-14;36-40;4;46-50;6;oct-14;3
13748;4;0;0;C;12/04/1991;0;2;15/01/2004;2004;DV;21;28;2  26-30;41;5  41-45;6  2004;13;3  10-14;26-30;2;41-45;5;oct-14;3
13749;3;0;0;A;12/04/1991;0;2;15/10/2001;2001;DV;21;22;1  19-25;32;3  31-35;3  2001;10;3  10-14;19-25;1;31-35;3;oct-14;3
13750;2;0;0;A;15/04/1991;2;2;30/07/2004;2004;DA;10;41;5  41-45;54;7  51-55;6  2004;13;3  10-14;41-45;5;51-55;7;oct-14;3
13751;4;0;0;C;15/04/1991;0;2;22/11/2006;2006;DV;21;37;4  36-40;52;7  51-55;8  2006;15;4  15-19;36-40;4;51-55;7;15-19;4
13752;3;1049;1;A;15/04/1991;0;2;17/11/2003;2003;DV;21;30;2  26-30;42;5  41-45;5  2003;12;3  10-14;26-30;2;41-45;5;oct-14;3
13753;2;2058;3;M;15/04/1991;0;2;23/05/2003;2003;DV;21;25;1  19-25;37;4  36-40;5  2003;12;3  10-14;19-25;1;36-40;4;oct-14;3
13754;3;0;1;M;16/04/1991;2;2;07/04/2006;2006;DA;21;52;7  51-55;67;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13755;3;0;0;A;17/04/1991;0;2;06/10/2005;2005;DV;21;44;5  41-45;58;8  56-60;7  2005;14;3  10-14;41-45;5;56-60;8;oct-14;3
13756;2;0;0;A;17/04/1991;0;2;31/05/2000;2000;DV;21;33;3  31-35;42;5  41-45;2  2000;9;2  5-9;31-35;3;41-45;5;05-sept;2
13757;2;0;0;C;17/04/1991;0;2;25/07/2002;2002;DV;21;36;4  36-40;47;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13758;2;0;0;A;18/04/1991;0;2;24/07/2001;2001;DV;21;30;2  26-30;40;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13759;3;0;0;A;18/04/1991;0;2;07/11/2000;2000;DV;21;46;6  46-50;55;7  51-55;2  2000;9;2  5-9;46-50;6;51-55;7;05-sept;2
13760;4;0;0;C;18/04/1991;0;2;09/05/2006;2006;DV;21;55;7  51-55;70;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13761;3;0;0;A;19/04/1991;0;2;31/01/2001;2001;DV;21;56;8  56-+;66;a  66-70;3  2001;10;3  10-14;56-+;8;66-70;a;oct-14;3
13762;3;0;0;A;19/04/1991;0;2;27/09/1999;1999;DV;21;60;8  56-+;68;a  66-70;1  1999;8;2  5-9;56-+;8;66-70;a;05-sept;2
13763;2;0;0;A;19/04/1991;0;2;25/06/2003;2003;DV;21;45;5  41-45;57;8  56-60;5  2003;12;3  10-14;41-45;5;56-60;8;oct-14;3
13764;2;0;0;A;19/04/1991;0;2;01/08/2003;2003;DV;21;36;4  36-40;48;6  46-50;5  2003;12;3  10-14;36-40;4;46-50;6;oct-14;3
13765;3;0;0;M;22/04/1991;0;2;02/05/2002;2002;DV;21;37;4  36-40;48;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13766;4;0;0;C;22/04/1991;0;2;20/07/1999;1999;DV;21;38;4  36-40;46;6  46-50;1  1999;8;2  5-9;36-40;4;46-50;6;05-sept;2
13767;3;0;0;M;23/04/1991;0;2;05/09/2001;2001;DV;21;37;4  36-40;47;6  46-50;3  2001;10;3  10-14;36-40;4;46-50;6;oct-14;3
13768;3;0;0;A;23/04/1991;0;2;07/06/2000;2000;DV;21;63;8  56-+;72;b  71-+;2  2000;9;2  5-9;56-+;8;71-+;b;05-sept;2
13769;3;0;0;A;23/04/1991;0;2;14/02/2002;2002;DA;21;38;4  36-40;49;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13770;3;0;0;M;23/04/1991;0;2;10/04/2000;2000;DV;21;36;4  36-40;45;5  41-45;2  2000;9;2  5-9;36-40;4;41-45;5;05-sept;2
13771;3;0;0;A;23/04/1991;0;2;19/12/2000;2000;DV;21;26;2  26-30;35;3  31-35;2  2000;9;2  5-9;26-30;2;31-35;3;05-sept;2
13772;2;0;0;A;23/04/1991;0;2;14/09/2004;2004;DA;21;46;6  46-50;59;8  56-60;6  2004;13;3  10-14;46-50;6;56-60;8;oct-14;3
13773;3;0;0;A;24/04/1991;0;2;08/11/2000;2000;DV;21;45;5  41-45;54;7  51-55;2  2000;9;2  5-9;41-45;5;51-55;7;05-sept;2
13774;3;0;0;A;25/04/1991;0;2;16/07/2004;2004;DA;21;36;4  36-40;49;6  46-50;6  2004;13;3  10-14;36-40;4;46-50;6;oct-14;3
13775;3;0;0;A;26/04/1991;0;2;31/10/2006;2006;DV;21;55;7  51-55;70;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13776;2;0;0;A;26/04/1991;0;2;28/08/2000;2000;RA;21;31;3  31-35;40;4  36-40;2  2000;9;2  5-9;31-35;3;36-40;4;05-sept;2
13777;2;0;0;A;29/04/1991;0;2;23/09/2005;2005;DV;10;51;7  51-55;65;9  61-65;7  2005;14;3  10-14;51-55;7;61-65;9;oct-14;3
13778;3;0;0;A;29/04/1991;0;2;29/06/2001;2001;DV;21;28;2  26-30;38;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13779;2;0;0;M;29/04/1991;0;2;02/07/2003;2003;DV;21;57;8  56-+;69;a  66-70;5  2003;12;3  10-14;56-+;8;66-70;a;oct-14;3
13780;2;0;0;A;30/04/1991;0;2;19/05/2006;2006;DV;21;61;8  56-+;76;b  71-+;8  2006;15;4  15-19;56-+;8;71-+;b;15-19;4
13781;2;0;0;A;30/04/1991;0;2;15/03/2001;2001;DV;21;27;2  26-30;37;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13782;3;0;0;C;30/04/1991;0;2;15/02/2001;2001;DV;21;21;1  19-25;31;3  31-35;3  2001;10;3  10-14;19-25;1;31-35;3;oct-14;3
13783;2;0;0;A;30/04/1991;0;2;13/12/2004;2004;DV;21;27;2  26-30;40;4  36-40;6  2004;13;3  10-14;26-30;2;36-40;4;oct-14;3
13784;2;0;0;A;30/04/1991;0;2;04/09/2000;2000;DV;21;58;8  56-+;67;a  66-70;2  2000;9;2  5-9;56-+;8;66-70;a;05-sept;2
13785;3;0;2;M;02/05/1991;0;2;11/07/2005;2005;DV;21;40;4  36-40;54;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13786;2;0;0;M;02/05/1991;0;2;13/01/2004;2004;DA;21;33;3  31-35;46;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13787;3;0;0;A;02/05/1991;0;2;22/02/2002;2002;RA;21;50;6  46-50;61;9  61-65;4  2002;11;3  10-14;46-50;6;61-65;9;oct-14;3
13788;3;0;0;A;02/05/1991;0;2;14/12/2005;2005;RA;21;38;4  36-40;52;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13789;3;0;0;M;03/05/1991;0;2;26/07/2004;2004;DA;21;41;5  41-45;54;7  51-55;6  2004;13;3  10-14;41-45;5;51-55;7;oct-14;3
13790;3;0;3;M;03/05/1991;0;2;28/02/2006;2006;DV;21;22;1  19-25;37;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13791;2;0;0;A;03/05/1991;0;2;24/01/2001;2001;DV;21;45;5  41-45;55;7  51-55;3  2001;10;3  10-14;41-45;5;51-55;7;oct-14;3
13792;3;0;0;D;03/05/1991;0;2;04/08/2006;2006;DV;21;42;5  41-45;57;8  56-60;8  2006;15;4  15-19;41-45;5;56-60;8;15-19;4
13793;2;0;0;A;02/05/1991;0;2;06/06/2002;2002;DV;21;36;4  36-40;47;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13794;3;0;0;A;07/05/1991;0;2;08/04/1999;1999;DV;21;31;3  31-35;39;4  36-40;1  1999;8;2  5-9;31-35;3;36-40;4;05-sept;2
13795;3;0;0;A;10/05/1991;0;2;28/03/2002;2002;DV;21;31;3  31-35;42;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13796;2;0;0;A;10/05/1991;0;2;25/11/2002;2002;DV;21;28;2  26-30;39;4  36-40;4  2002;11;3  10-14;26-30;2;36-40;4;oct-14;3
13797;3;0;0;A;10/05/1991;0;2;26/10/2000;2000;DV;21;21;1  19-25;30;2  26-30;2  2000;9;2  5-9;19-25;1;26-30;2;05-sept;2
13798;4;0;0;C;10/05/1991;0;2;02/11/2005;2005;DV;21;28;2  26-30;42;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13799;4;0;0;C;10/05/1991;0;2;15/01/2004;2004;DV;21;30;2  26-30;43;5  41-45;6  2004;13;3  10-14;26-30;2;41-45;5;oct-14;3
13800;2;0;0;A;10/05/1991;0;2;02/09/2004;2004;DV;21;24;1  19-25;37;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13801;3;0;0;M;10/05/1991;2;2;11/09/2001;2001;DA;21;44;5  41-45;54;7  51-55;3  2001;10;3  10-14;41-45;5;51-55;7;oct-14;3
13802;3;0;0;A;13/05/1991;0;2;22/06/2005;2005;DV;21;51;7  51-55;65;9  61-65;7  2005;14;3  10-14;51-55;7;61-65;9;oct-14;3
13803;2;0;0;M;13/05/1991;0;2;10/03/2005;2005;DV;21;49;6  46-50;63;9  61-65;7  2005;14;3  10-14;46-50;6;61-65;9;oct-14;3
13804;3;0;0;A;13/05/1991;0;2;03/11/2003;2003;DV;21;55;7  51-55;67;a  66-70;5  2003;12;3  10-14;51-55;7;66-70;a;oct-14;3
13805;2;0;0;A;13/05/1991;0;2;28/01/2002;2002;DV;21;38;4  36-40;49;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13806;2;0;0;A;13/05/1991;0;2;16/12/2004;2004;DV;21;23;1  19-25;36;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13807;2;0;0;A;15/05/1991;0;2;17/06/2004;2004;DV;21;48;6  46-50;61;9  61-65;6  2004;13;3  10-14;46-50;6;61-65;9;oct-14;3
13808;3;0;0;M;16/05/1991;0;2;15/07/2004;2004;DA;21;39;4  36-40;52;7  51-55;6  2004;13;3  10-14;36-40;4;51-55;7;oct-14;3
13809;4;0;0;C;16/05/1991;0;2;24/08/2000;2000;RA;21;27;2  26-30;36;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13810;3;0;0;A;17/05/1991;0;2;19/11/2003;2003;DV;21;40;4  36-40;52;7  51-55;5  2003;12;3  10-14;36-40;4;51-55;7;oct-14;3
13811;3;0;0;V;17/05/1991;0;2;02/04/2001;2001;DV;21;78;8  56-+;88;b  71-+;3  2001;10;3  10-14;56-+;8;71-+;b;oct-14;3
13812;2;0;0;M;17/05/1991;0;2;28/02/2006;2006;DV;21;38;4  36-40;53;7  51-55;8  2006;15;4  15-19;36-40;4;51-55;7;15-19;4
13813;2;0;0;A;21/05/1991;0;2;02/06/2004;2004;DV;21;34;3  31-35;47;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13814;3;0;0;M;21/05/1991;0;2;06/08/2004;2004;DA;21;33;3  31-35;46;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13815;4;0;0;C;22/05/1991;0;2;11/07/2005;2005;DV;21;24;1  19-25;38;4  36-40;7  2005;14;3  10-14;19-25;1;36-40;4;oct-14;3
13816;3;0;0;M;22/05/1991;0;2;05/10/2005;2005;DV;21;34;3  31-35;48;6  46-50;7  2005;14;3  10-14;31-35;3;46-50;6;oct-14;3
13817;3;0;0;A;22/05/1991;0;2;05/11/2001;2001;DV;21;23;1  19-25;33;3  31-35;3  2001;10;3  10-14;19-25;1;31-35;3;oct-14;3
13818;3;0;0;A;22/05/1991;0;2;05/05/2000;2000;RA;21;41;5  41-45;50;6  46-50;2  2000;9;2  5-9;41-45;5;46-50;6;05-sept;2
13819;2;0;0;A;23/05/1991;0;2;24/08/2000;2000;RA;21;34;3  31-35;43;5  41-45;2  2000;9;2  5-9;31-35;3;41-45;5;05-sept;2
13820;2;0;4;M;24/05/1991;0;2;21/04/2006;2006;DV;21;36;4  36-40;51;7  51-55;8  2006;15;4  15-19;36-40;4;51-55;7;15-19;4
13821;3;0;0;A;24/05/1991;0;2;02/04/2001;2001;DV;21;35;3  31-35;45;5  41-45;3  2001;10;3  10-14;31-35;3;41-45;5;oct-14;3
13822;4;0;0;C;24/05/1991;0;2;26/12/2000;2000;DV;21;25;1  19-25;34;3  31-35;2  2000;9;2  5-9;19-25;1;31-35;3;05-sept;2
13823;2;0;4;M;24/05/1991;0;2;27/12/2004;2004;DV;21;35;3  31-35;48;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13824;3;0;0;M;24/05/1991;0;2;21/12/2004;2004;DV;21;30;2  26-30;43;5  41-45;6  2004;13;3  10-14;26-30;2;41-45;5;oct-14;3
13825;3;0;0;A;24/05/1991;0;2;20/06/2005;2005;DV;21;49;6  46-50;63;9  61-65;7  2005;14;3  10-14;46-50;6;61-65;9;oct-14;3
13826;3;0;0;A;27/05/1991;0;2;05/07/2001;2001;DV;21;29;2  26-30;39;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13827;2;1676;0;M;27/05/1991;0;2;01/10/2003;2003;DV;21;54;7  51-55;66;a  66-70;5  2003;12;3  10-14;51-55;7;66-70;a;oct-14;3
13828;3;0;0;A;28/05/1991;0;2;25/08/2004;2004;DV;21;43;5  41-45;56;8  56-60;6  2004;13;3  10-14;41-45;5;56-60;8;oct-14;3
13829;3;0;0;A;28/05/1991;0;2;25/02/2002;2002;RA;21;42;5  41-45;53;7  51-55;4  2002;11;3  10-14;41-45;5;51-55;7;oct-14;3
13830;2;0;0;A;29/05/1991;0;2;20/02/2001;2001;DV;21;39;4  36-40;49;6  46-50;3  2001;10;3  10-14;36-40;4;46-50;6;oct-14;3
13831;2;0;0;A;30/05/1991;0;2;05/10/2005;2005;RA;21;23;1  19-25;37;4  36-40;7  2005;14;3  10-14;19-25;1;36-40;4;oct-14;3
13832;3;0;0;A;31/05/1991;0;2;05/02/2004;2004;DV;21;48;6  46-50;61;9  61-65;6  2004;13;3  10-14;46-50;6;61-65;9;oct-14;3
13833;3;0;0;C;31/05/1991;0;2;30/12/2004;2004;DV;21;25;1  19-25;38;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13834;2;0;0;M;31/05/1991;0;2;22/10/2004;2004;DV;21;28;2  26-30;41;5  41-45;6  2004;13;3  10-14;26-30;2;41-45;5;oct-14;3
13835;3;0;0;A;03/06/1991;0;2;09/01/2001;2001;DV;21;25;1  19-25;35;3  31-35;3  2001;10;3  10-14;19-25;1;31-35;3;oct-14;3
13836;2;0;0;A;03/06/1991;0;2;05/05/2000;2000;RA;21;37;4  36-40;46;6  46-50;2  2000;9;2  5-9;36-40;4;46-50;6;05-sept;2
13837;2;2625;0;C;03/06/1991;0;2;22/03/2001;2001;DV;21;32;3  31-35;42;5  41-45;3  2001;10;3  10-14;31-35;3;41-45;5;oct-14;3
13838;2;0;0;A;03/06/1991;2;2;29/04/1999;1999;DV;21;44;5  41-45;52;7  51-55;1  1999;8;2  5-9;41-45;5;51-55;7;05-sept;2
13839;3;0;0;D;03/06/1991;0;2;05/12/2006;2006;DV;21;42;5  41-45;57;8  56-60;8  2006;15;4  15-19;41-45;5;56-60;8;15-19;4
13840;2;0;0;A;04/06/1991;0;2;13/09/2004;2004;DV;21;23;1  19-25;36;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13841;3;0;0;A;04/06/1991;0;2;22/04/2002;2002;DA;21;49;6  46-50;60;8  56-60;4  2002;11;3  10-14;46-50;6;56-60;8;oct-14;3
13842;2;0;0;A;05/06/1991;0;2;23/06/2005;2005;DV;21;30;2  26-30;44;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13843;3;0;0;A;05/06/1991;0;2;30/04/2003;2003;DV;21;24;1  19-25;36;4  36-40;5  2003;12;3  10-14;19-25;1;36-40;4;oct-14;3
13844;3;0;0;A;30/05/1991;0;2;15/06/2005;2005;DV;21;37;4  36-40;51;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13845;3;0;0;A;06/06/1991;0;2;08/03/1999;1999;RA;21;49;6  46-50;57;8  56-60;1  1999;8;2  5-9;46-50;6;56-60;8;05-sept;2
13846;3;0;0;A;06/06/1991;0;2;19/09/2001;2001;DV;21;24;1  19-25;34;3  31-35;3  2001;10;3  10-14;19-25;1;31-35;3;oct-14;3
13847;4;0;0;C;07/06/1991;0;2;20/08/2004;2004;DV;21;25;1  19-25;38;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13848;4;0;0;C;07/06/1991;0;2;23/11/2001;2001;DV;21;26;2  26-30;36;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13849;2;0;0;A;07/06/1991;0;2;04/06/1999;1999;DV;21;23;1  19-25;31;3  31-35;1  1999;8;2  5-9;19-25;1;31-35;3;05-sept;2
13850;3;0;0;D;07/06/1991;0;2;01/04/2005;2005;DA;21;47;6  46-50;61;9  61-65;7  2005;14;3  10-14;46-50;6;61-65;9;oct-14;3
13851;3;0;0;A;10/06/1991;0;2;25/08/2005;2005;DV;10;28;2  26-30;42;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13852;3;0;0;A;10/06/1991;0;2;13/12/2000;2000;DV;21;60;8  56-+;69;a  66-70;2  2000;9;2  5-9;56-+;8;66-70;a;05-sept;2
13853;2;0;0;A;10/06/1991;0;2;23/11/1999;1999;RA;21;50;6  46-50;58;8  56-60;1  1999;8;2  5-9;46-50;6;56-60;8;05-sept;2
13854;3;0;0;A;11/06/1991;0;2;28/08/2002;2002;RA;21;37;4  36-40;48;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13855;3;0;0;A;11/06/1991;0;2;30/01/2003;2003;DV;21;30;2  26-30;42;5  41-45;5  2003;12;3  10-14;26-30;2;41-45;5;oct-14;3
13856;4;0;0;C;12/06/1991;0;2;11/12/2006;2006;DV;21;24;1  19-25;39;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13857;3;0;0;M;13/06/1991;0;2;22/03/2002;2002;DA;21;25;1  19-25;36;4  36-40;4  2002;11;3  10-14;19-25;1;36-40;4;oct-14;3
13858;2;0;0;M;13/06/1991;0;2;01/04/2005;2005;DA;21;56;8  56-+;70;a  66-70;7  2005;14;3  10-14;56-+;8;66-70;a;oct-14;3
13859;2;0;0;A;14/06/1991;0;2;20/06/2005;2005;DV;21;30;2  26-30;44;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13860;3;814;1;A;14/06/1991;0;2;28/08/2002;2002;DV;21;27;2  26-30;38;4  36-40;4  2002;11;3  10-14;26-30;2;36-40;4;oct-14;3
13861;3;0;0;A;17/06/1991;0;2;03/07/2001;2001;DV;21;34;3  31-35;44;5  41-45;3  2001;10;3  10-14;31-35;3;41-45;5;oct-14;3
13862;2;0;0;A;17/06/1991;0;2;08/02/2005;2005;DV;21;40;4  36-40;54;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13863;2;0;0;A;17/06/1991;0;2;30/05/2000;2000;DV;21;30;2  26-30;39;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13864;3;0;0;D;18/06/1991;0;2;17/06/2005;2005;DV;21;49;6  46-50;63;9  61-65;7  2005;14;3  10-14;46-50;6;61-65;9;oct-14;3
13865;3;0;0;M;18/06/1991;0;2;28/04/2003;2003;DV;21;59;8  56-+;71;b  71-+;5  2003;12;3  10-14;56-+;8;71-+;b;oct-14;3
13866;2;0;0;A;18/06/1991;0;2;26/04/2000;2000;DV;21;40;4  36-40;49;6  46-50;2  2000;9;2  5-9;36-40;4;46-50;6;05-sept;2
13867;3;0;0;A;18/06/1991;0;2;20/08/2004;2004;DV;21;47;6  46-50;60;8  56-60;6  2004;13;3  10-14;46-50;6;56-60;8;oct-14;3
13868;2;0;0;A;19/06/1991;0;2;24/06/2005;2005;DV;21;55;7  51-55;69;a  66-70;7  2005;14;3  10-14;51-55;7;66-70;a;oct-14;3
13869;2;0;0;A;20/06/1991;0;2;08/09/2000;2000;DV;21;59;8  56-+;68;a  66-70;2  2000;9;2  5-9;56-+;8;66-70;a;05-sept;2
